specification,event_id,market_id,large_action,dynamic_high_activity,actions,any_next,same_next,source_transaction_actions,any_next_action_5m,same_direction_given_next_5m
rolling_7d,58,1897331,0,1.0,709,311,222,1804,0.4386459802538787,0.7138263665594855
rolling_7d,58,1897331,1,0.0,17,1,1,23,0.058823529411764705,1.0
rolling_7d,58,1897331,1,1.0,41,6,4,96,0.14634146341463414,0.6666666666666666
expanding,57,1897336,0,0.0,1843,223,139,2009,0.12099837221920781,0.6233183856502242
expanding,57,1897336,0,1.0,433,124,110,958,0.2863741339491917,0.8870967741935484
expanding,57,1897336,1,0.0,9,0,0,9,0.0,
expanding,57,1897336,1,1.0,22,1,1,23,0.045454545454545456,1.0
rolling_7d,57,1897336,0,0.0,1893,236,151,2086,0.12466983623877444,0.6398305084745762
rolling_7d,57,1897336,0,1.0,383,111,98,881,0.2898172323759791,0.8828828828828829
rolling_7d,57,1897336,1,0.0,11,0,0,11,0.0,
rolling_7d,57,1897336,1,1.0,20,1,1,21,0.05,1.0
expanding,57,1897338,0,0.0,1539,50,21,1584,0.03248862897985705,0.42
expanding,57,1897338,0,1.0,337,115,101,730,0.34124629080118696,0.8782608695652174
expanding,57,1897338,1,0.0,1,0,0,1,0.0,
expanding,57,1897338,1,1.0,25,8,8,33,0.32,1.0
rolling_7d,57,1897338,0,0.0,1574,61,32,1647,0.03875476493011436,0.5245901639344263
rolling_7d,57,1897338,0,1.0,302,104,90,667,0.3443708609271523,0.8653846153846154
rolling_7d,57,1897338,1,0.0,1,0,0,1,0.0,
rolling_7d,57,1897338,1,1.0,25,8,8,33,0.32,1.0
expanding,57,1897340,0,0.0,4711,337,82,4839,0.07153470600721715,0.2433234421364985
expanding,57,1897340,0,1.0,733,189,156,1749,0.2578444747612551,0.8253968253968254
expanding,57,1897340,1,0.0,6,0,0,6,0.0,
expanding,57,1897340,1,1.0,34,3,2,52,0.08823529411764706,0.6666666666666666
rolling_7d,57,1897340,0,0.0,4778,359,96,4934,0.07513604018417748,0.26740947075208915
rolling_7d,57,1897340,0,1.0,666,167,142,1654,0.25075075075075076,0.8502994011976048
rolling_7d,57,1897340,1,0.0,7,1,1,7,0.14285714285714285,1.0
rolling_7d,57,1897340,1,1.0,33,2,1,51,0.06060606060606061,0.5
expanding,59,1897345,0,0.0,3553,130,57,3683,0.03658879819870532,0.43846153846153846
expanding,59,1897345,0,1.0,629,205,139,2081,0.32591414944356123,0.6780487804878049
expanding,59,1897345,1,0.0,11,0,0,11,0.0,
expanding,59,1897345,1,1.0,28,0,0,1066,0.0,
rolling_7d,59,1897345,0,0.0,3613,145,70,3860,0.04013285358427899,0.4827586206896552
rolling_7d,59,1897345,0,1.0,569,190,126,1904,0.3339191564147627,0.6631578947368421
rolling_7d,59,1897345,1,0.0,16,0,0,21,0.0,
rolling_7d,59,1897345,1,1.0,23,0,0,1056,0.0,
expanding,59,1897347,0,0.0,2419,94,49,2590,0.03885903265812319,0.5212765957446809
expanding,59,1897347,0,1.0,519,176,136,1347,0.33911368015414256,0.7727272727272727
expanding,59,1897347,1,0.0,4,0,0,4,0.0,
expanding,59,1897347,1,1.0,18,5,4,23,0.2777777777777778,0.8
rolling_7d,59,1897347,0,0.0,2486,113,64,2737,0.045454545454545456,0.5663716814159292
rolling_7d,59,1897347,0,1.0,452,157,121,1200,0.3473451327433628,0.7707006369426752
rolling_7d,59,1897347,1,0.0,6,0,0,8,0.0,
rolling_7d,59,1897347,1,1.0,16,5,4,19,0.3125,0.8
expanding,59,1897348,0,0.0,3847,132,48,4032,0.03431245126072264,0.36363636363636365
expanding,59,1897348,0,1.0,780,266,219,1835,0.34102564102564104,0.8233082706766918
expanding,59,1897348,1,0.0,3,0,0,3,0.0,
expanding,59,1897348,1,1.0,33,7,5,87,0.21212121212121213,0.7142857142857143
rolling_7d,59,1897348,0,0.0,3928,151,61,4169,0.03844195519348269,0.40397350993377484
rolling_7d,59,1897348,0,1.0,699,247,206,1698,0.35336194563662376,0.8340080971659919
rolling_7d,59,1897348,1,0.0,9,1,1,13,0.1111111111111111,1.0
rolling_7d,59,1897348,1,1.0,27,6,4,77,0.2222222222222222,0.6666666666666666
expanding,60,1897354,0,0.0,3465,217,92,3917,0.06262626262626263,0.423963133640553
expanding,60,1897354,0,1.0,637,212,136,1746,0.3328100470957614,0.6415094339622641
expanding,60,1897354,1,0.0,5,1,1,5,0.2,1.0
expanding,60,1897354,1,1.0,30,2,2,52,0.06666666666666667,1.0
rolling_7d,60,1897354,0,0.0,3519,225,100,4024,0.0639386189258312,0.4444444444444444
rolling_7d,60,1897354,0,1.0,583,204,128,1639,0.34991423670668953,0.6274509803921569
rolling_7d,60,1897354,1,0.0,5,1,1,5,0.2,1.0
rolling_7d,60,1897354,1,1.0,30,2,2,52,0.06666666666666667,1.0
expanding,60,1897355,0,0.0,2311,121,60,2481,0.05235828645607962,0.49586776859504134
expanding,60,1897355,0,1.0,560,216,159,1323,0.38571428571428573,0.7361111111111112
expanding,60,1897355,1,0.0,2,0,0,2,0.0,
expanding,60,1897355,1,1.0,20,2,2,79,0.1,1.0
rolling_7d,60,1897355,0,0.0,2359,140,77,2625,0.05934718100890208,0.55
rolling_7d,60,1897355,0,1.0,512,197,142,1179,0.384765625,0.7208121827411168
rolling_7d,60,1897355,1,0.0,4,1,1,4,0.25,1.0
rolling_7d,60,1897355,1,1.0,18,1,1,77,0.05555555555555555,1.0
expanding,60,1897356,0,0.0,13726,699,391,15145,0.05092525134780708,0.5593705293276109
expanding,60,1897356,0,1.0,3408,1785,1302,13659,0.5237676056338029,0.7294117647058823
expanding,60,1897356,1,0.0,67,5,4,79,0.07462686567164178,0.8
expanding,60,1897356,1,1.0,220,50,45,14836,0.22727272727272727,0.9
rolling_7d,60,1897356,0,0.0,13927,739,412,15517,0.05306239678322683,0.557510148849797
rolling_7d,60,1897356,0,1.0,3207,1745,1281,13287,0.5441222326161521,0.7340974212034383
rolling_7d,60,1897356,1,0.0,82,6,5,99,0.07317073170731707,0.8333333333333334
rolling_7d,60,1897356,1,1.0,205,49,44,14816,0.23902439024390243,0.8979591836734694
expanding,61,1897363,0,0.0,6528,375,190,7245,0.05744485294117647,0.5066666666666667
expanding,61,1897363,0,1.0,1090,523,353,2273,0.4798165137614679,0.6749521988527725
expanding,61,1897363,1,0.0,13,1,0,16,0.07692307692307693,0.0
expanding,61,1897363,1,1.0,44,8,8,265,0.18181818181818182,1.0
rolling_7d,61,1897363,0,0.0,6616,385,197,7345,0.05819226118500605,0.5116883116883116
rolling_7d,61,1897363,0,1.0,1002,513,346,2173,0.5119760479041916,0.6744639376218323
rolling_7d,61,1897363,1,0.0,16,1,0,19,0.0625,0.0
rolling_7d,61,1897363,1,1.0,41,8,8,262,0.1951219512195122,1.0
expanding,61,1897365,0,0.0,4547,163,89,4839,0.03584781174400704,0.5460122699386503
expanding,61,1897365,0,1.0,734,373,270,1493,0.5081743869209809,0.7238605898123325
expanding,61,1897365,1,0.0,7,0,0,8,0.0,
expanding,61,1897365,1,1.0,46,8,5,166,0.17391304347826086,0.625
rolling_7d,61,1897365,0,0.0,4597,165,89,4918,0.03589297367848597,0.5393939393939394
rolling_7d,61,1897365,0,1.0,684,371,270,1414,0.5423976608187134,0.7277628032345014
rolling_7d,61,1897365,1,0.0,12,0,0,13,0.0,
rolling_7d,61,1897365,1,1.0,41,8,5,161,0.1951219512195122,0.625
expanding,61,1897366,0,0.0,12281,960,365,13337,0.07816953016855305,0.3802083333333333
expanding,61,1897366,0,1.0,1638,719,474,6603,0.43894993894993894,0.6592489568845619
expanding,61,1897366,1,0.0,46,3,3,51,0.06521739130434782,1.0
expanding,61,1897366,1,1.0,90,28,27,233,0.3111111111111111,0.9642857142857143
rolling_7d,61,1897366,0,0.0,12450,991,388,13616,0.07959839357429718,0.39152371342078707
rolling_7d,61,1897366,0,1.0,1469,688,451,6324,0.46834581347855686,0.6555232558139535
rolling_7d,61,1897366,1,0.0,53,3,3,58,0.05660377358490566,1.0
rolling_7d,61,1897366,1,1.0,83,28,27,226,0.3373493975903614,0.9642857142857143
expanding,62,1897372,0,0.0,3848,254,100,4055,0.06600831600831601,0.3937007874015748
expanding,62,1897372,0,1.0,638,233,197,1002,0.3652037617554859,0.8454935622317596
expanding,62,1897372,1,0.0,11,0,0,13,0.0,
expanding,62,1897372,1,1.0,27,4,4,55,0.14814814814814814,1.0
rolling_7d,62,1897372,0,0.0,3896,261,103,4103,0.0669917864476386,0.3946360153256705
rolling_7d,62,1897372,0,1.0,590,226,194,954,0.38305084745762713,0.8584070796460177
rolling_7d,62,1897372,1,0.0,13,0,0,15,0.0,
rolling_7d,62,1897372,1,1.0,25,4,4,53,0.16,1.0
expanding,62,1897373,0,0.0,1587,60,23,1624,0.03780718336483932,0.38333333333333336
expanding,62,1897373,0,1.0,231,44,41,339,0.19047619047619047,0.9318181818181818
expanding,62,1897373,1,0.0,1,0,0,1,0.0,
expanding,62,1897373,1,1.0,12,0,0,24,0.0,
rolling_7d,62,1897373,0,0.0,1599,60,23,1636,0.0375234521575985,0.38333333333333336
rolling_7d,62,1897373,0,1.0,219,44,41,327,0.2009132420091324,0.9318181818181818
rolling_7d,62,1897373,1,0.0,1,0,0,1,0.0,
rolling_7d,62,1897373,1,1.0,12,0,0,24,0.0,
expanding,62,1897374,0,0.0,1943,169,118,2237,0.08697889861039629,0.6982248520710059
expanding,62,1897374,0,1.0,274,54,46,386,0.19708029197080293,0.8518518518518519
expanding,62,1897374,1,1.0,19,1,1,29,0.05263157894736842,1.0
rolling_7d,62,1897374,0,0.0,1964,169,118,2261,0.08604887983706722,0.6982248520710059
rolling_7d,62,1897374,0,1.0,253,54,46,362,0.2134387351778656,0.8518518518518519
rolling_7d,62,1897374,1,0.0,3,0,0,7,0.0,
rolling_7d,62,1897374,1,1.0,16,1,1,22,0.0625,1.0
expanding,63,1897379,0,0.0,7427,542,293,8167,0.07297697589874781,0.540590405904059
expanding,63,1897379,0,1.0,1288,553,405,5552,0.42934782608695654,0.7323688969258589
expanding,63,1897379,1,0.0,39,2,1,42,0.05128205128205128,0.5
expanding,63,1897379,1,1.0,59,9,7,1466,0.15254237288135594,0.7777777777777778
rolling_7d,63,1897379,0,0.0,7556,571,313,8420,0.07556908417151932,0.5481611208406305
rolling_7d,63,1897379,0,1.0,1159,524,385,5299,0.45211389128559104,0.7347328244274809
rolling_7d,63,1897379,1,0.0,49,5,4,65,0.10204081632653061,0.8
rolling_7d,63,1897379,1,1.0,49,6,4,1443,0.12244897959183673,0.6666666666666666
expanding,63,1897381,0,0.0,2529,113,93,2661,0.04468169236852511,0.8230088495575221
expanding,63,1897381,0,1.0,477,190,158,876,0.39832285115303984,0.8315789473684211
expanding,63,1897381,1,0.0,2,0,0,3,0.0,
expanding,63,1897381,1,1.0,8,0,0,10,0.0,
rolling_7d,63,1897381,0,0.0,2571,128,107,2807,0.049786075457020615,0.8359375
rolling_7d,63,1897381,0,1.0,435,175,144,730,0.40229885057471265,0.8228571428571428
rolling_7d,63,1897381,1,0.0,2,0,0,3,0.0,
rolling_7d,63,1897381,1,1.0,8,0,0,10,0.0,
expanding,63,1897383,0,0.0,2974,265,157,3298,0.08910558170813719,0.5924528301886792
expanding,63,1897383,0,1.0,498,157,94,1433,0.3152610441767068,0.5987261146496815
expanding,63,1897383,1,0.0,10,2,1,10,0.2,0.5
expanding,63,1897383,1,1.0,24,1,1,76,0.041666666666666664,1.0
rolling_7d,63,1897383,0,0.0,3031,280,166,3476,0.09237875288683603,0.5928571428571429
rolling_7d,63,1897383,0,1.0,441,142,85,1255,0.3219954648526077,0.5985915492957746
rolling_7d,63,1897383,1,0.0,11,2,1,11,0.18181818181818182,0.5
rolling_7d,63,1897383,1,1.0,23,1,1,75,0.043478260869565216,1.0
expanding,64,1897389,0,0.0,3111,234,127,3377,0.07521697203471553,0.5427350427350427
expanding,64,1897389,0,1.0,515,202,155,1592,0.39223300970873787,0.7673267326732673
expanding,64,1897389,1,0.0,8,0,0,9,0.0,
expanding,64,1897389,1,1.0,27,5,4,103,0.18518518518518517,0.8
rolling_7d,64,1897389,0,0.0,3177,257,149,3554,0.08089392508655965,0.5797665369649806
rolling_7d,64,1897389,0,1.0,449,179,133,1415,0.3986636971046771,0.7430167597765364
rolling_7d,64,1897389,1,0.0,8,0,0,9,0.0,
rolling_7d,64,1897389,1,1.0,27,5,4,103,0.18518518518518517,0.8
expanding,64,1897390,0,0.0,2274,103,58,2409,0.04529463500439754,0.5631067961165048
expanding,64,1897390,0,1.0,539,236,191,1044,0.437847866419295,0.809322033898305
expanding,64,1897390,1,1.0,38,9,9,70,0.23684210526315788,1.0
rolling_7d,64,1897390,0,0.0,2343,126,79,2597,0.05377720870678617,0.626984126984127
rolling_7d,64,1897390,0,1.0,470,213,170,856,0.4531914893617021,0.7981220657276995
rolling_7d,64,1897390,1,0.0,4,0,0,6,0.0,
rolling_7d,64,1897390,1,1.0,34,9,9,64,0.2647058823529412,1.0
expanding,64,1897392,0,0.0,11435,461,246,12300,0.040314822912111935,0.5336225596529284
expanding,64,1897392,0,1.0,1431,650,430,4654,0.45422781271837875,0.6615384615384615
expanding,64,1897392,1,0.0,36,3,3,36,0.08333333333333333,1.0
expanding,64,1897392,1,1.0,94,8,6,4005,0.0851063829787234,0.75
rolling_7d,64,1897392,0,0.0,11614,494,262,12551,0.04253487170656105,0.5303643724696356
rolling_7d,64,1897392,0,1.0,1252,617,414,4403,0.4928115015974441,0.6709886547811994
rolling_7d,64,1897392,1,0.0,44,4,4,46,0.09090909090909091,1.0
rolling_7d,64,1897392,1,1.0,86,7,5,3995,0.08139534883720931,0.7142857142857143
expanding,65,1897397,0,0.0,7139,368,176,7510,0.05154783583134893,0.4782608695652174
expanding,65,1897397,0,1.0,784,270,208,2597,0.34438775510204084,0.7703703703703704
expanding,65,1897397,1,0.0,17,0,0,23,0.0,
expanding,65,1897397,1,1.0,60,3,2,1104,0.05,0.6666666666666666
rolling_7d,65,1897397,0,0.0,7232,374,182,7618,0.0517146017699115,0.48663101604278075
rolling_7d,65,1897397,0,1.0,691,264,202,2489,0.38205499276411,0.7651515151515151
rolling_7d,65,1897397,1,0.0,20,0,0,27,0.0,
rolling_7d,65,1897397,1,1.0,57,3,2,1100,0.05263157894736842,0.6666666666666666
expanding,65,1897398,0,0.0,2104,67,38,2265,0.03184410646387833,0.5671641791044776
expanding,65,1897398,0,1.0,367,124,97,695,0.33787465940054495,0.782258064516129
expanding,65,1897398,1,0.0,4,0,0,7,0.0,
expanding,65,1897398,1,1.0,15,3,2,57,0.2,0.6666666666666666
rolling_7d,65,1897398,0,0.0,2137,70,41,2302,0.03275620028076743,0.5857142857142857
rolling_7d,65,1897398,0,1.0,334,121,94,658,0.36227544910179643,0.7768595041322314
rolling_7d,65,1897398,1,0.0,5,0,0,10,0.0,
rolling_7d,65,1897398,1,1.0,14,3,2,54,0.21428571428571427,0.6666666666666666
expanding,65,1897399,0,0.0,2383,139,87,2573,0.058329836340746954,0.6258992805755396
expanding,65,1897399,0,1.0,385,136,87,621,0.35324675324675325,0.6397058823529411
expanding,65,1897399,1,0.0,1,0,0,1,0.0,
expanding,65,1897399,1,1.0,24,6,4,159,0.25,0.6666666666666666
rolling_7d,65,1897399,0,0.0,2428,146,94,2631,0.06013179571663921,0.6438356164383562
rolling_7d,65,1897399,0,1.0,340,129,80,563,0.37941176470588234,0.6201550387596899
rolling_7d,65,1897399,1,0.0,3,0,0,4,0.0,
rolling_7d,65,1897399,1,1.0,22,6,4,156,0.2727272727272727,0.6666666666666666
expanding,66,1897406,0,0.0,2279,243,132,2756,0.1066257130320316,0.5432098765432098
expanding,66,1897406,0,1.0,366,91,64,922,0.24863387978142076,0.7032967032967034
expanding,66,1897406,1,0.0,4,0,0,4,0.0,
expanding,66,1897406,1,1.0,14,2,2,48,0.14285714285714285,1.0
rolling_7d,66,1897406,0,0.0,2297,244,132,2774,0.10622551153678711,0.5409836065573771
rolling_7d,66,1897406,0,1.0,348,90,64,904,0.25862068965517243,0.7111111111111111
rolling_7d,66,1897406,1,0.0,5,0,0,5,0.0,
rolling_7d,66,1897406,1,1.0,13,2,2,47,0.15384615384615385,1.0
expanding,66,1897408,0,0.0,1824,94,51,2190,0.051535087719298246,0.5425531914893617
expanding,66,1897408,0,1.0,333,96,80,669,0.2882882882882883,0.8333333333333334
expanding,66,1897408,1,0.0,7,2,2,8,0.2857142857142857,1.0
expanding,66,1897408,1,1.0,9,1,1,27,0.1111111111111111,1.0
rolling_7d,66,1897408,0,0.0,1847,98,54,2214,0.05305901461829995,0.5510204081632653
rolling_7d,66,1897408,0,1.0,310,92,77,645,0.2967741935483871,0.8369565217391305
rolling_7d,66,1897408,1,0.0,8,2,2,9,0.25,1.0
rolling_7d,66,1897408,1,1.0,8,1,1,26,0.125,1.0
expanding,66,1897409,0,0.0,3473,189,140,4112,0.054419809962568386,0.7407407407407407
expanding,66,1897409,0,1.0,435,120,91,679,0.27586206896551724,0.7583333333333333
expanding,66,1897409,1,0.0,3,0,0,5,0.0,
expanding,66,1897409,1,1.0,25,3,3,30,0.12,1.0
rolling_7d,66,1897409,0,0.0,3523,194,145,4163,0.05506670451319898,0.7474226804123711
rolling_7d,66,1897409,0,1.0,385,115,86,628,0.2987012987012987,0.7478260869565218
rolling_7d,66,1897409,1,0.0,3,0,0,5,0.0,
rolling_7d,66,1897409,1,1.0,25,3,3,30,0.12,1.0
expanding,68,1897415,0,0.0,2068,324,119,2355,0.15667311411992263,0.36728395061728397
expanding,68,1897415,0,1.0,423,134,101,886,0.31678486997635935,0.753731343283582
expanding,68,1897415,1,0.0,5,1,1,5,0.2,1.0
expanding,68,1897415,1,1.0,25,3,3,48,0.12,1.0
rolling_7d,68,1897415,0,0.0,2098,327,121,2385,0.15586272640610105,0.37003058103975534
rolling_7d,68,1897415,0,1.0,393,131,99,856,0.3333333333333333,0.7557251908396947
rolling_7d,68,1897415,1,0.0,5,1,1,5,0.2,1.0
rolling_7d,68,1897415,1,1.0,25,3,3,48,0.12,1.0
expanding,68,1897416,0,0.0,1595,55,24,1664,0.034482758620689655,0.43636363636363634
expanding,68,1897416,0,1.0,376,142,122,738,0.3776595744680851,0.8591549295774648
expanding,68,1897416,1,0.0,2,0,0,2,0.0,
expanding,68,1897416,1,1.0,12,1,1,14,0.08333333333333333,1.0
rolling_7d,68,1897416,0,0.0,1610,55,24,1679,0.034161490683229816,0.43636363636363634
rolling_7d,68,1897416,0,1.0,361,142,122,723,0.39335180055401664,0.8591549295774648
rolling_7d,68,1897416,1,0.0,2,0,0,2,0.0,
rolling_7d,68,1897416,1,1.0,12,1,1,14,0.08333333333333333,1.0
expanding,68,1897417,0,0.0,6061,465,87,6440,0.07672001319914205,0.1870967741935484
expanding,68,1897417,0,1.0,924,356,287,1428,0.3852813852813853,0.8061797752808989
expanding,68,1897417,1,0.0,13,1,1,18,0.07692307692307693,1.0
expanding,68,1897417,1,1.0,49,4,4,78,0.08163265306122448,1.0
rolling_7d,68,1897417,0,0.0,6190,484,97,6573,0.07819063004846527,0.20041322314049587
rolling_7d,68,1897417,0,1.0,795,337,277,1295,0.4238993710691824,0.8219584569732937
rolling_7d,68,1897417,1,0.0,16,1,1,21,0.0625,1.0
rolling_7d,68,1897417,1,1.0,46,4,4,75,0.08695652173913043,1.0
expanding,67,1897423,0,0.0,7614,405,198,8459,0.05319148936170213,0.4888888888888889
expanding,67,1897423,0,1.0,1285,590,438,3259,0.4591439688715953,0.7423728813559322
expanding,67,1897423,1,0.0,22,3,2,35,0.13636363636363635,0.6666666666666666
expanding,67,1897423,1,1.0,61,16,14,112,0.26229508196721313,0.875
rolling_7d,67,1897423,0,0.0,7802,440,228,8661,0.05639579594975647,0.5181818181818182
rolling_7d,67,1897423,0,1.0,1097,555,408,3057,0.5059252506836828,0.7351351351351352
rolling_7d,67,1897423,1,0.0,28,3,2,45,0.10714285714285714,0.6666666666666666
rolling_7d,67,1897423,1,1.0,55,16,14,102,0.2909090909090909,0.875
expanding,67,1897425,0,0.0,2744,60,30,2839,0.021865889212827987,0.5
expanding,67,1897425,0,1.0,559,261,209,1015,0.4669051878354204,0.8007662835249042
expanding,67,1897425,1,0.0,8,0,0,9,0.0,
expanding,67,1897425,1,1.0,26,4,3,41,0.15384615384615385,0.75
rolling_7d,67,1897425,0,0.0,2792,62,30,2891,0.022206303724928367,0.4838709677419355
rolling_7d,67,1897425,0,1.0,511,259,209,963,0.5068493150684932,0.806949806949807
rolling_7d,67,1897425,1,0.0,13,0,0,17,0.0,
rolling_7d,67,1897425,1,1.0,21,4,3,33,0.19047619047619047,0.75
expanding,67,1897427,0,0.0,3491,114,74,3686,0.03265539959896878,0.6491228070175439
expanding,67,1897427,0,1.0,640,241,187,1389,0.3765625,0.7759336099585062
expanding,67,1897427,1,0.0,6,0,0,6,0.0,
expanding,67,1897427,1,1.0,26,2,1,52,0.07692307692307693,0.5
rolling_7d,67,1897427,0,0.0,3551,119,74,3762,0.033511686848774994,0.6218487394957983
rolling_7d,67,1897427,0,1.0,580,236,187,1313,0.4068965517241379,0.7923728813559322
rolling_7d,67,1897427,1,0.0,8,0,0,11,0.0,
rolling_7d,67,1897427,1,1.0,24,2,1,47,0.08333333333333333,0.5
expanding,69,1897432,0,0.0,3740,241,144,4134,0.06443850267379679,0.5975103734439834
expanding,69,1897432,0,1.0,674,265,182,3346,0.39317507418397624,0.6867924528301886
expanding,69,1897432,1,0.0,15,0,0,17,0.0,
expanding,69,1897432,1,1.0,40,4,3,430,0.1,0.75
rolling_7d,69,1897432,0,0.0,3797,259,148,4217,0.06821174611535423,0.5714285714285714
rolling_7d,69,1897432,0,1.0,617,247,178,3263,0.40032414910858993,0.7206477732793523
rolling_7d,69,1897432,1,0.0,16,0,0,19,0.0,
rolling_7d,69,1897432,1,1.0,39,4,3,428,0.10256410256410256,0.75
expanding,69,1897433,0,0.0,2814,96,54,3030,0.03411513859275053,0.5625
expanding,69,1897433,0,1.0,553,240,188,973,0.43399638336347196,0.7833333333333333
expanding,69,1897433,1,0.0,2,0,0,2,0.0,
expanding,69,1897433,1,1.0,13,1,0,19,0.07692307692307693,0.0
rolling_7d,69,1897433,0,0.0,2853,100,56,3070,0.03505082369435682,0.56
rolling_7d,69,1897433,0,1.0,514,236,186,933,0.4591439688715953,0.788135593220339
rolling_7d,69,1897433,1,0.0,2,0,0,2,0.0,
rolling_7d,69,1897433,1,1.0,13,1,0,19,0.07692307692307693,0.0
expanding,69,1897435,0,0.0,11481,574,280,12871,0.049995644978660395,0.4878048780487805
expanding,69,1897435,0,1.0,1825,874,621,6718,0.4789041095890411,0.7105263157894737
expanding,69,1897435,1,0.0,50,1,0,61,0.02,0.0
expanding,69,1897435,1,1.0,103,18,13,2733,0.17475728155339806,0.7222222222222222
rolling_7d,69,1897435,0,0.0,11702,599,296,13125,0.051187831139976075,0.4941569282136895
rolling_7d,69,1897435,0,1.0,1604,849,605,6464,0.5293017456359103,0.7126030624263839
rolling_7d,69,1897435,1,0.0,70,1,0,91,0.014285714285714285,0.0
rolling_7d,69,1897435,1,1.0,83,18,13,2703,0.21686746987951808,0.7222222222222222
expanding,70,1897437,0,0.0,6231,370,172,6853,0.05938051677098379,0.4648648648648649
expanding,70,1897437,0,1.0,1125,586,498,2644,0.5208888888888888,0.8498293515358362
expanding,70,1897437,1,0.0,10,1,1,11,0.1,1.0
expanding,70,1897437,1,1.0,45,8,7,330,0.17777777777777778,0.875
rolling_7d,70,1897437,0,0.0,6344,381,179,6988,0.06005674653215637,0.46981627296587924
rolling_7d,70,1897437,0,1.0,1012,575,491,2509,0.5681818181818182,0.8539130434782609
rolling_7d,70,1897437,1,0.0,14,1,1,18,0.07142857142857142,1.0
rolling_7d,70,1897437,1,1.0,41,8,7,323,0.1951219512195122,0.875
expanding,70,1897438,0,0.0,1374,31,14,1435,0.022561863173216887,0.45161290322580644
expanding,70,1897438,0,1.0,216,51,40,374,0.2361111111111111,0.7843137254901961
expanding,70,1897438,1,0.0,2,0,0,2,0.0,
expanding,70,1897438,1,1.0,3,0,0,10,0.0,
rolling_7d,70,1897438,0,0.0,1395,32,14,1464,0.022939068100358423,0.4375
rolling_7d,70,1897438,0,1.0,195,50,40,345,0.2564102564102564,0.8
rolling_7d,70,1897438,1,0.0,2,0,0,2,0.0,
rolling_7d,70,1897438,1,1.0,3,0,0,10,0.0,
expanding,70,1897439,0,0.0,1255,42,26,1383,0.03346613545816733,0.6190476190476191
expanding,70,1897439,0,1.0,243,42,29,382,0.1728395061728395,0.6904761904761905
expanding,70,1897439,1,0.0,3,0,0,3,0.0,
expanding,70,1897439,1,1.0,9,0,0,11,0.0,
rolling_7d,70,1897439,0,0.0,1273,44,27,1409,0.03456402199528672,0.6136363636363636
rolling_7d,70,1897439,0,1.0,225,40,28,356,0.17777777777777778,0.7
rolling_7d,70,1897439,1,0.0,4,0,0,5,0.0,
rolling_7d,70,1897439,1,1.0,8,0,0,9,0.0,
expanding,72,1897440,0,0.0,1512,178,83,1687,0.11772486772486772,0.46629213483146065
expanding,72,1897440,0,1.0,511,136,104,683,0.26614481409001955,0.7647058823529411
expanding,72,1897440,1,0.0,1,0,0,1,0.0,
expanding,72,1897440,1,1.0,23,2,1,33,0.08695652173913043,0.5
rolling_7d,72,1897440,0,0.0,1550,178,83,1727,0.11483870967741935,0.46629213483146065
rolling_7d,72,1897440,0,1.0,473,136,104,643,0.28752642706131076,0.7647058823529411
rolling_7d,72,1897440,1,0.0,1,0,0,1,0.0,
rolling_7d,72,1897440,1,1.0,23,2,1,33,0.08695652173913043,0.5
expanding,72,1897441,0,0.0,1190,43,23,1232,0.03613445378151261,0.5348837209302325
expanding,72,1897441,0,1.0,280,87,73,422,0.3107142857142857,0.8390804597701149
expanding,72,1897441,1,0.0,2,0,0,3,0.0,
expanding,72,1897441,1,1.0,10,0,0,12,0.0,
rolling_7d,72,1897441,0,0.0,1205,44,23,1247,0.036514522821576766,0.5227272727272727
rolling_7d,72,1897441,0,1.0,265,86,73,407,0.32452830188679244,0.8488372093023255
rolling_7d,72,1897441,1,0.0,2,0,0,3,0.0,
rolling_7d,72,1897441,1,1.0,10,0,0,12,0.0,
expanding,72,1897442,0,0.0,8380,1364,134,8722,0.16276849642004773,0.09824046920821114
expanding,72,1897442,0,1.0,1100,389,311,3216,0.35363636363636364,0.7994858611825193
expanding,72,1897442,1,0.0,17,1,1,19,0.058823529411764705,1.0
expanding,72,1897442,1,1.0,54,7,5,635,0.12962962962962962,0.7142857142857143
rolling_7d,72,1897442,0,0.0,8510,1387,143,8905,0.16298472385428908,0.10310021629416005
rolling_7d,72,1897442,0,1.0,970,366,302,3033,0.37731958762886597,0.825136612021858
rolling_7d,72,1897442,1,0.0,18,1,1,20,0.05555555555555555,1.0
rolling_7d,72,1897442,1,1.0,53,7,5,634,0.1320754716981132,0.7142857142857143
expanding,71,1897443,0,0.0,2322,135,61,2692,0.05813953488372093,0.45185185185185184
expanding,71,1897443,0,1.0,418,83,50,1015,0.19856459330143542,0.6024096385542169
expanding,71,1897443,1,0.0,8,0,0,15,0.0,
expanding,71,1897443,1,1.0,14,2,2,31,0.14285714285714285,1.0
